종목코드,종목명,상장일,분류체계,운용사,수익률(최근 1년),기초지수,추적오차,순자산총액,괴리율,변동성,복제방법,총보수,과세유형
238670,PLUS 스마트베타Quality채권혼합,2016/02/24,혼합자산-주식+채권,한화자산운용,9.25,WISE-KAP 스마트베타 Quality 채권혼합지수,0.63,3551611467,-0.2,매우낮음,실물(패시브),0.2,배당소득세(보유기간과세)
195980,PLUS 신흥국MSCI(합성 H),2014/05/13,주식-시장대표,한화자산운용,15.34,MSCI EM Index,0.69,75150730358,-0.39,높음,합성(패시브),0.5,배당소득세(보유기간과세)
373530,PLUS 신흥국MSCI인버스(합성 H),2020/12/16,주식-시장대표,한화자산운용,-12.61,MSCI EM Index,0.75,4976061694,0.27,보통,합성(패시브),0.5,배당소득세(보유기간과세)
256450,PLUS 심천차이넥스트(합성),2016/11/08,주식-시장대표,한화자산운용,41.56,SZSE ChiNext Price Index,1.25,4963597150,0.53,매우높음,합성(패시브),0.5,배당소득세(보유기간과세)
447660,PLUS 애플채권혼합,2022/11/29,혼합자산-주식+채권,한화자산운용,1.5,FnGuide 애플채권혼합 지수,0.42,20163501460,0.0,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
239660,PLUS 우량회사채50,2016/03/22,채권-회사채,한화자산운용,3.5,KOBI HALF CREDIT Index(총수익),0.2,16938486267,-0.02,매우낮음,실물(패시브),0.135,배당소득세(보유기간과세)
421320,PLUS 우주항공&UAM,2022/03/29,주식-업종섹터-업종테마,한화자산운용,75.91,iSelect 우주항공UAM 지수,1.77,50228925090,0.13,매우높음,실물(패시브),0.45,비과세
464920,PLUS 일본반도체소부장,2023/08/31,주식-업종섹터-업종테마,한화자산운용,4.38,Solactive Japan Semiconductor Materials and Equipment Index PR,0.9,13865524130,-2.89,매우높음,실물(패시브),0.5,배당소득세(보유기간과세)
489000,PLUS 일본엔화초단기국채(합성),2024/08/13,채권-국공채-단기,한화자산운용,0.0,KAP 일본 단기 국채 지수(총수익),0.13,18002815349,0.03,낮음,합성(패시브),0.19,배당소득세(보유기간과세)
451000,PLUS 종합채권(AA-이상)액티브,2023/01/10,채권-혼합-중기,한화자산운용,5.21,"KAP 종합채권지수(AA-이상, 총수익)",0.2,496121684361,0.02,매우낮음,실물(액티브),0.045,배당소득세(보유기간과세)
280920,PLUS 주도업종,2017/10/17,주식-전략-혼합/퀀트,한화자산운용,16.55,FnGuide 주도업종 지수,1.07,7327089589,-0.35,높음,실물(패시브),0.23,비과세
266550,PLUS 중형주저변동50,2017/03/28,주식-규모-중형주,한화자산운용,20.09,FnGuide 중형주저변동50지수,1.12,3750849662,-0.39,높음,실물(패시브),0.23,비과세
0047N0,PLUS 차이나AI테크TOP10,2025/05/13,주식-업종섹터-업종테마,한화자산운용,0.0,Solactive China AI Tech Top10 Index(PR),0.7,9999147130,-0.24,높음,실물(패시브),0.49,배당소득세(보유기간과세)
495040,PLUS 코리아밸류업,2024/11/04,주식-시장대표,한화자산운용,0.0,코리아 밸류업 지수,1.0,31200375567,0.16,높음,실물(패시브),0.009,비과세
301400,PLUS 코스닥150,2018/07/05,주식-시장대표,한화자산운용,2.1,코스닥 150,0.5,5474257188,-0.41,매우높음,실물(패시브),0.15,비과세
301410,PLUS 코스닥150선물인버스,2018/07/11,주식-시장대표,한화자산운용,-7.87,F-코스닥150 지수,0.78,1560722938,0.15,매우높음,실물(패시브),0.29,배당소득세(보유기간과세)
227830,PLUS 코스피,2015/09/23,주식-시장대표,한화자산운용,16.81,코스피,0.64,8299020632,-0.36,높음,실물(패시브),0.2,비과세
122090,PLUS 코스피50,2010/01/07,주식-시장대표,한화자산운용,13.52,코스피 50,0.8,23015334327,-0.26,높음,실물(패시브),0.33,비과세
328370,PLUS 코스피TR,2019/06/25,주식-시장대표,한화자산운용,19.89,코스피 TR,0.47,116820673505,-0.23,높음,실물(패시브),0.15,배당소득세(보유기간과세)
457990,PLUS 태양광&ESS,2023/06/20,주식-업종섹터-업종테마,한화자산운용,72.76,FnGuide 태양광 & ESS 지수,0.32,14918879414,0.1,매우높음,실물(패시브),0.45,비과세
0000J0,PLUS 한화그룹주,2024/12/24,주식-전략-기업그룹,한화자산운용,0.0,FnGuide 한화그룹주 지수,0.26,174758653676,-0.08,매우높음,실물(패시브),0.19,비과세
148020,RISE 200,2011/10/20,주식-시장대표,케이비자산운용,15.63,코스피 200,0.72,1523233199483,-0.16,높음,실물(패시브),0.017,비과세
361580,RISE 200TR,2020/08/21,주식-시장대표,케이비자산운용,18.36,코스피 200 TR,0.26,237000401269,-0.16,높음,실물(패시브),0.012,배당소득세(보유기간과세)
290080,RISE 200고배당커버드콜ATM,2018/02/27,주식-전략-구조화,케이비자산운용,20.71,코스피 200 고배당커버드콜 ATM 지수(시장가격지수),3.94,17813134704,-0.22,보통,실물(패시브),0.4,배당소득세(보유기간과세)
284980,RISE 200금융,2017/12/08,주식-업종섹터-금융,케이비자산운용,34.32,코스피 200 금융,1.65,18803638669,-0.08,매우높음,실물(패시브),0.19,비과세
252400,RISE 200선물레버리지,2016/09/12,주식-시장대표,케이비자산운용,26.56,코스피 200 선물지수,0.95,25374585252,0.18,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
252410,RISE 200선물인버스,2016/09/12,주식-시장대표,케이비자산운용,-15.58,코스피 200 선물지수,1.01,2683668542,-0.06,높음,실물(패시브),0.6,배당소득세(보유기간과세)
252420,RISE 200선물인버스2X,2016/09/22,주식-시장대표,케이비자산운용,-33.74,코스피 200 선물지수,0.61,12091003861,0.29,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
475720,RISE 200위클리커버드콜,2024/03/05,주식-전략-구조화,케이비자산운용,-6.6,코스피 200 위클리 커버드콜 ATM 지수,5.28,438497466478,-0.02,보통,실물(패시브),0.3,배당소득세(보유기간과세)
448600,RISE 25-11 회사채(AA-이상)액티브,2022/11/22,채권-혼합-단기,케이비자산운용,-0.11,KIS 2025년 만기도래 크레딧 종합채권 지수(AA-이상)(시장가격),0.11,131559200213,0.0,매우낮음,실물(액티브),0.07,배당소득세(보유기간과세)
465330,RISE 2차전지TOP10,2023/09/12,주식-업종섹터-업종테마,케이비자산운용,-23.06,iSelect 2차전지 TOP10 지수(PR),0.83,71534776244,-0.07,매우높음,실물(패시브),0.07,비과세
465350,RISE 2차전지TOP10인버스(합성),2023/09/12,주식-업종섹터-업종테마,케이비자산운용,8.78,iSelect 2차전지 TOP10 지수(PR),0.26,94966037575,-0.28,매우높음,합성(패시브),0.49,배당소득세(보유기간과세)
422420,RISE 2차전지액티브,2022/04/08,주식-업종섹터-업종테마,케이비자산운용,-27.67,iSelect 2차전지 지수 (시장가격지수),3.26,133034236805,0.07,매우높음,실물(액티브),0.35,배당소득세(보유기간과세)
367760,RISE 5G테크,2020/10/29,주식-업종섹터-업종테마,케이비자산운용,2.26,FnGuide 5G 테크 지수,0.72,31146214549,-0.11,매우높음,실물(패시브),0.45,비과세
105780,RISE 5대그룹주,2008/10/22,주식-전략-기업그룹,케이비자산운용,3.7,MKF 5대그룹주,0.87,13525255554,-0.41,높음,실물(패시브),0.4,비과세
469070,RISE AI&로봇,2023/10/24,주식-업종섹터-업종테마,케이비자산운용,21.52,iSelect AI&로봇 지수(시장가격),1.13,151215629085,0.04,매우높음,실물(패시브),0.4,비과세
477080,RISE CD금리액티브(합성),2024/03/26,기타,케이비자산운용,3.08,FnGuide CD금리투자 지수(총수익),0.05,1050234614333,0.01,매우낮음,합성(액티브),0.02,배당소득세(보유기간과세)
290130,RISE ESG사회책임투자,2018/02/27,주식-전략-전략테마,케이비자산운용,23.14,KRX ESG 사회책임경영지수(S),0.86,85435003036,-0.18,높음,실물(패시브),0.3,비과세
326240,RISE IT플러스,2019/06/20,주식-전략-전략테마,케이비자산운용,-2.91,FnGuide IT플러스 지수,0.46,138747435184,-0.03,매우높음,실물(패시브),0.4,비과세
385560,RISE KIS국고채30년Enhanced,2021/05/26,채권-국공채-장기,케이비자산운용,5.11,KIS 국고채30년Enhanced지수(시장가격),0.42,489746752940,-0.03,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
479520,RISE KOFR금리액티브(합성),2024/04/30,기타,케이비자산운용,3.09,KOFR 지수,0.02,342610871397,0.01,매우낮음,합성(액티브),0.02,배당소득세(보유기간과세)
270800,RISE KQ고배당,2017/07/07,주식-전략-배당,케이비자산운용,13.0,FnGuide KQ고배당포커스 지수,0.91,7837632699,-0.17,높음,실물(패시브),0.3,비과세
292050,RISE KRX300,2018/03/26,주식-시장대표,케이비자산운용,15.31,KRX 300,0.79,7342935232,-0.19,높음,실물(패시브),0.05,비과세
442550,RISE TDF2030액티브,2022/09/22,기타,케이비자산운용,10.0,iSelect 전략적자산배분 TDF 2030 지수,1.89,7254013862,-0.3,낮음,실물(액티브),0.01,배당소득세(보유기간과세)
442560,RISE TDF2040액티브,2022/09/22,기타,케이비자산운용,12.5,iSelect 전략적자산배분 TDF 2040 지수,2.33,9636819922,0.02,낮음,실물(액티브),0.01,배당소득세(보유기간과세)
442570,RISE TDF2050액티브,2022/09/22,기타,케이비자산운용,14.26,iSelect 전략적자산배분 TDF 2050 지수,2.53,29670219085,0.08,낮음,실물(액티브),0.01,배당소득세(보유기간과세)
234310,RISE V&S셀렉트밸류,2016/02/02,주식-전략-가치,케이비자산운용,9.99,FnGuide 셀렉트 밸류 지수,0.95,8247114783,-0.21,높음,실물(패시브),0.3,비과세
241390,RISE V&S셀렉트밸류채권혼합,2016/04/12,혼합자산-주식+채권,케이비자산운용,4.83,FnGuide 셀렉트벨류 채권혼합지수,0.78,15279388262,-0.34,매우낮음,실물(패시브),0.23,배당소득세(보유기간과세)
300640,RISE 게임테마,2018/07/24,주식-업종섹터-업종테마,케이비자산운용,-4.21,WISE 게임 테마 지수 (시장가격지수),0.43,29002608792,-0.09,매우높음,실물(패시브),0.3,비과세
266160,RISE 고배당,2017/04/14,주식-전략-배당,케이비자산운용,17.78,FnGuide 고배당포커스 지수,1.48,86883118840,-0.27,높음,실물(패시브),0.2,비과세
481430,RISE 국고채10년액티브,2024/05/21,채권-국공채-장기,케이비자산운용,4.05,KAP 국고채 10년 지수(총수익),0.17,172456721950,-0.03,매우낮음,실물(액티브),0.012,배당소득세(보유기간과세)
114100,RISE 국고채3년,2009/07/29,채권-국공채-중기,케이비자산운용,0.64,KTB INDEX(시장가격),0.19,51630649344,0.0,매우낮음,실물(패시브),0.115,배당소득세(보유기간과세)
282000,RISE 국고채3년선물인버스,2017/11/09,채권-국공채-중기,케이비자산운용,2.07,국채선물지수,0.2,22366645919,0.03,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
451670,RISE 국채30년레버리지(합성),2023/02/14,채권-국공채-장기,케이비자산운용,9.76,KAP 국채30년 TR 지수(총수익),0.28,12442679873,0.06,보통,합성(패시브),0.1,배당소득세(보유기간과세)
295000,RISE 국채선물10년,2018/05/11,채권-국공채-장기,케이비자산운용,3.5,10년국채선물지수,0.2,20867620717,-0.05,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
295020,RISE 국채선물10년인버스,2018/05/11,채권-국공채-장기,케이비자산운용,1.31,10년국채선물지수,0.42,132411591855,0.08,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
432600,RISE 국채선물3년,2022/06/14,채권-국공채-중기,케이비자산운용,3.23,국채선물지수,0.11,5672139498,-0.03,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
397420,RISE 국채선물5년추종,2021/08/31,채권-국공채-중기,케이비자산운용,3.41,5년 국채선물 추종 지수,0.12,5322961183,0.07,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
437370,RISE 글로벌농업경제,2022/07/29,주식-업종섹터-업종테마,케이비자산운용,7.32,MVIS Global Agribusiness Index(Price Return),2.71,5710758338,0.18,보통,실물(패시브),0.4,배당소득세(보유기간과세)
375270,RISE 글로벌데이터센터리츠(합성),2021/01/14,부동산-리츠,케이비자산운용,11.92,Kelly Data Center & Tech Infrastructure Net Total Return Index,0.28,8241139605,0.33,보통,합성(패시브),0.4,배당소득세(분리과세부동산ETF)
475380,RISE 글로벌리얼티인컴,2024/02/20,부동산-리츠,케이비자산운용,-1.16,Solactive Global Realty Income Index(Price Return),2.59,36515367275,-0.3,보통,실물(패시브),0.01,배당소득세(분리과세부동산ETF)
476310,RISE 글로벌비만산업TOP2+,2024/02/27,주식-전략-전략테마,케이비자산운용,-15.07,KEDI 글로벌 비만 산업 Top2+ 지수(Price Return),0.51,5027013906,-0.44,매우높음,실물(패시브),0.35,배당소득세(보유기간과세)
417450,RISE 글로벌수소경제,2022/02/15,주식-업종섹터-업종테마,케이비자산운용,19.58,Indxx Hydrogen Economy Index (PR),9.19,14401147737,0.58,매우높음,실물(패시브),0.4,배당소득세(보유기간과세)
442320,RISE 글로벌원자력,2022/10/13,주식-업종섹터-업종테마,케이비자산운용,100.84,iSelect 글로벌원자력 지수(시장가격),2.64,255068617959,0.81,매우높음,실물(패시브),0.4,배당소득세(보유기간과세)
461490,RISE 글로벌자산배분액티브,2023/06/27,혼합자산,케이비자산운용,13.82,Bloomberg Multi-Asset Weighted (KRW ETFs) 지수(시장가격),0.71,263809230871,-0.18,매우낮음,실물(액티브),0.01,배당소득세(보유기간과세)
459750,RISE 글로벌주식분산액티브,2023/06/27,주식-시장대표,케이비자산운용,18.78,Bloomberg Global Equity Market Weighted Index(Price Return),9.21,16336831299,0.09,보통,실물(액티브),0.2,배당소득세(보유기간과세)
399580,RISE 글로벌클린에너지,2021/10/21,주식-업종섹터-업종테마,케이비자산운용,0.77,S&P Global Clean Energy Transition Index (Price Return),4.74,7252097519,-0.99,높음,실물(패시브),0.4,배당소득세(보유기간과세)
276650,RISE 글로벌테크놀로지(합성 H),2017/08/17,주식-업종섹터-업종테마,케이비자산운용,19.58,S&P Global 1200 Information Technology and Interactive Media & Services(PR),1.23,25957205055,0.3,매우높음,합성(패시브),0.4,배당소득세(보유기간과세)
336160,RISE 금융채액티브,2019/10/29,채권-회사채-중기,케이비자산운용,1.38,KIS 종합채권금융채 2.5Y-3Y 지수 (총수익),0.15,44645035516,-0.02,매우낮음,실물(액티브),0.07,배당소득세(보유기간과세)
326230,RISE 내수주플러스,2019/06/20,주식-전략-전략테마,케이비자산운용,20.93,FnGuide 내수주플러스 지수,0.81,32429105002,-0.16,보통,실물(패시브),0.4,비과세
272560,RISE 단기국공채액티브,2017/06/29,채권-국공채-단기,케이비자산운용,3.43,KIS 종합채권국공채3M~1.5Y지수,0.07,163663592531,0.01,매우낮음,실물(액티브),0.07,배당소득세(보유기간과세)
385550,RISE 단기채권알파액티브,2021/05/26,채권-혼합-단기,케이비자산운용,3.57,KIS 단기채권알파지수(AA-이상)(총수익지수),0.06,313494203326,0.0,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
196230,RISE 단기통안채,2014/05/19,채권-국공채-단기,케이비자산운용,2.97,KIS 통안채 5개월 지수(총수익),0.05,312829681381,0.0,매우낮음,실물(패시브),0.13,배당소득세(보유기간과세)
0061Z0,RISE 단기특수은행채액티브,2025/06/24,채권-국공채-단기,케이비자산운용,0.0,KAP 단기 특수은행채 지수(시장가격),0.02,1044675703001,0.01,매우낮음,실물(액티브),0.01,배당소득세(보유기간과세)
315960,RISE 대형고배당10TR,2019/01/22,주식-전략-전략테마,케이비자산운용,14.28,WISE 대형고배당10 TR 지수,0.74,77755070946,0.19,매우높음,실물(패시브),0.07,배당소득세(보유기간과세)
455890,RISE 머니마켓액티브,2023/05/09,채권-혼합-단기,케이비자산운용,3.47,KIS 시가평가 MMF 지수 (총수익지수),0.04,2337730835496,0.01,매우낮음,실물(액티브),0.05,배당소득세(보유기간과세)
401170,RISE 메타버스,2021/10/13,주식-업종섹터-업종테마,케이비자산운용,10.68,iSelect 메타버스 지수(시장가격지수),0.32,102748605393,0.27,매우높음,실물(패시브),0.45,비과세
481340,RISE 미국30년국채액티브,2024/05/28,채권-국공채-장기,케이비자산운용,-9.73,Bloomberg U.S Treasury 20+ Year Total Return Index,4.93,30688496154,-0.21,높음,실물(액티브),0.05,배당소득세(보유기간과세)
472870,RISE 미국30년국채엔화노출(합성 H),2023/12/27,채권-국공채-장기,케이비자산운용,-9.05,KIS 미국채30년 엔화노출 지수(USD/JPY 헤지)(총수익지수),0.24,425479264378,0.11,높음,합성(패시브),0.15,배당소득세(보유기간과세)
472830,RISE 미국30년국채커버드콜(합성),2023/12/14,채권-국공채-장기,케이비자산운용,-10.8,Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR),0.28,57009458839,-0.18,낮음,합성(패시브),0.25,배당소득세(보유기간과세)
485690,RISE 미국AI밸류체인TOP3Plus,2024/07/23,주식-업종섹터-업종테마,케이비자산운용,49.53,KEDI 미국 AI 밸류체인 TOP3 Plus 지수(Price Return),0.32,46475235110,0.38,매우높음,실물(패시브),0.01,배당소득세(보유기간과세)
490590,RISE 미국AI밸류체인데일리고정커버드콜,2024/10/02,주식-전략-구조화,케이비자산운용,0.0,KEDI 미국 AI밸류체인 90%참여+데일리옵션 프리미엄 지수(TR),3.3,147334414619,1.05,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
495940,RISE 미국AI테크액티브,2024/11/26,주식-업종섹터-업종테마,케이비자산운용,0.0,Solactive US AI Tech Active Index PR,13.61,30423815363,0.56,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
379780,RISE 미국S&P500,2021/04/09,주식-시장대표,케이비자산운용,17.6,S&P 500,0.3,1095636941961,0.45,높음,실물(패시브),0.004,배당소득세(보유기간과세)
453330,RISE 미국S&P500(H),2023/03/21,주식-시장대표,케이비자산운용,15.44,S&P 500,0.37,100132090015,0.49,높음,실물(패시브),0.004,배당소득세(보유기간과세)
0005C0,RISE 미국S&P500엔화노출(합성 H),2025/01/14,주식-시장대표,케이비자산운용,0.0,S&P500 Yen Hedged Index(PR),6.74,10687614151,-0.35,높음,합성(패시브),0.1,배당소득세(보유기간과세)
460660,RISE 미국S&P배당킹,2023/06/27,주식-전략-배당,케이비자산운용,-1.36,S&P Dividend Monarchs Index(Price Return),0.37,15211491024,0.0,보통,실물(패시브),0.01,배당소득세(보유기간과세)
219390,RISE 미국S&P원유생산기업(합성 H),2015/06/02,주식-업종섹터-에너지화학,케이비자산운용,-11.72,S&P Oil & Gas Exploration & Production Select Industry Index(PR),1.65,15775391987,0.5,매우높음,합성(패시브),0.25,배당소득세(보유기간과세)
354240,RISE 미국고정배당우선증권,2020/05/19,혼합자산-주식+채권,케이비자산운용,0.09,ICE BofAML Core Plus Fixed Rate Preferred Securities Index(PR),1.26,16432710589,-0.64,보통,실물(패시브),0.5,배당소득세(보유기간과세)
368590,RISE 미국나스닥100,2020/11/06,주식-시장대표,케이비자산운용,23.15,NASDAQ 100,0.25,1072216708437,0.59,매우높음,실물(패시브),0.006,배당소득세(보유기간과세)
437350,RISE 미국단기투자등급회사채액티브,2022/07/29,채권-회사채-단기,케이비자산운용,5.86,Bloomberg US Corporate 1-5 Years Total Return Index,0.85,24645661733,-0.06,매우낮음,실물(액티브),0.1,배당소득세(보유기간과세)
455960,RISE 미국달러SOFR금리액티브(합성),2023/05/16,기타,케이비자산운용,4.13,KAP SOFR 지수,0.0,54031891393,-0.3,낮음,합성(액티브),0.05,배당소득세(보유기간과세)
469530,RISE 미국달러선물인버스,2023/11/09,통화-미국달러,케이비자산운용,0.21,미국달러선물지수,1.1,6046918260,0.12,낮음,실물(패시브),0.05,배당소득세(보유기간과세)
469060,RISE 미국반도체NYSE,2023/10/24,주식-업종섹터-업종테마,케이비자산운용,6.14,NYSE Semicondoctor Index(Price Return),0.44,15299761183,0.87,매우높음,실물(패시브),0.01,배당소득세(보유기간과세)
469050,RISE 미국반도체NYSE(H),2023/10/24,주식-업종섹터-업종테마,케이비자산운용,3.88,NYSE Semicondoctor Index(Price Return),0.6,33969576749,1.08,매우높음,실물(패시브),0.01,배당소득세(보유기간과세)
491630,RISE 미국반도체인버스(합성 H),2024/10/22,주식-업종섹터-업종테마,케이비자산운용,0.0,NYSE Semicondoctor Index(Price Return),2.63,7357468151,-1.87,매우높음,합성(패시브),0.49,배당소득세(보유기간과세)
490600,RISE 미국배당100데일리고정커버드콜,2024/09/24,주식-전략-구조화,케이비자산운용,0.0,KEDI 미국 배당100 90%참여+데일리옵션 프리미엄 지수(총수익지수),0.8,73025982495,0.55,보통,실물(패시브),0.25,배당소득세(보유기간과세)
0018Z0,RISE 미국양자컴퓨팅,2025/03/11,주식-업종섹터-업종테마,케이비자산운용,0.0,Solactive US Quantum Computing Technology Index PR,0.4,9433341667,0.96,매우높음,실물(패시브),0.4,배당소득세(보유기간과세)
0013P0,RISE 미국은행TOP10,2025/02/18,주식-업종섹터-금융,케이비자산운용,0.0,KEDI 미국 은행 TOP10 지수,0.45,8739076103,0.96,매우높음,실물(패시브),0.2,배당소득세(보유기간과세)
267440,RISE 미국장기국채선물(H),2017/04/20,채권-국공채-장기,케이비자산운용,-2.67,S&P U.S. Treasury Bond Futures Excess Return Index,0.47,7576260202,-0.21,낮음,실물(패시브),0.4,배당소득세(보유기간과세)
267490,RISE 미국장기국채선물레버리지(합성 H),2017/04/20,채권-국공채-장기,케이비자산운용,-9.83,S&P U.S. Treasury Bond Futures Excess Return Index,0.82,6602766897,0.05,높음,합성(패시브),0.5,배당소득세(보유기간과세)
267450,RISE 미국장기국채선물인버스(H),2017/04/20,채권-국공채-장기,케이비자산운용,4.64,S&P U.S. Treasury Bond Futures Excess Return Index,0.51,5598194863,-0.33,낮음,실물(패시브),0.4,배당소득세(보유기간과세)
0036Z0,RISE 미국천연가스밸류체인,2025/04/22,주식-업종섹터-업종테마,케이비자산운용,0.0,Solactive US Natural Gas Value Chain Index PR,0.88,10021180658,0.49,높음,실물(패시브),0.4,배당소득세(보유기간과세)
491620,RISE 미국테크100데일리고정커버드콜,2024/10/02,주식-전략-구조화,케이비자산운용,0.0,KEDI 미국 테크100 90%참여+데일리옵션 프리미엄 지수(TR),2.04,106363978505,0.76,매우높음,실물(패시브),0.25,배당소득세(보유기간과세)
0036R0,RISE 미국휴머노이드로봇,2025/04/15,주식-업종섹터-업종테마,케이비자산운용,0.0,KEDI 미국 휴머노이드 로봇 지수(시장가격),0.49,13659069040,0.5,높음,실물(패시브),0.4,배당소득세(보유기간과세)
0000Z0,RISE 바이오TOP10액티브,2024/12/24,주식-업종섹터-업종테마,케이비자산운용,0.0,KRX 바이오 TOP 10 지수,14.01,15712538932,0.03,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
446700,RISE 배터리 리사이클링,2022/11/01,주식-업종섹터-업종테마,케이비자산운용,-11.03,iSelect 배터리 리사이클링 지수,1.71,13685515439,-0.1,매우높음,실물(패시브),0.4,비과세
475350,RISE 버크셔포트폴리오TOP10,2024/02/27,주식-전략-전략테마,케이비자산운용,8.11,Solactive Berkshire Portfolio Top10 Index(PR),0.16,76580862609,0.06,높음,실물(패시브),0.01,배당소득세(보유기간과세)
388420,RISE 비메모리반도체액티브,2021/06/10,주식-업종섹터-업종테마,케이비자산운용,-8.5,iSelect 비메모리반도체 지수(시장가격지수),4.59,255889044047,0.15,매우높음,실물(액티브),0.5,배당소득세(보유기간과세)
448630,RISE 삼성그룹Top3채권혼합,2022/11/29,혼합자산-주식+채권,케이비자산운용,-1.2,Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index,3.19,16470630658,-0.23,매우낮음,실물(패시브),0.2,배당소득세(보유기간과세)
367770,RISE 수소경제테마,2020/10/29,주식-업종섹터-업종테마,케이비자산운용,65.02,FnGuide 수소 경제 테마 지수,1.78,129967865834,-0.01,매우높음,실물(패시브),0.45,비과세
140570,RISE 수출주,2011/04/15,주식-업종섹터-업종테마,케이비자산운용,26.14,MKF 수출주 지수,0.72,6028953295,-0.12,매우높음,실물(패시브),0.4,비과세
140580,RISE 우량업종대표주,2011/04/15,주식-업종섹터-업종테마,케이비자산운용,27.35,MKF 우량업종대표주 지수,1.25,7888539836,-0.39,높음,실물(패시브),0.4,비과세
379790,RISE 유로스탁스50(H),2021/04/09,주식-시장대표,케이비자산운용,13.68,EURO STOXX 50 Index,0.66,11982177774,1.25,높음,실물(패시브),0.021,배당소득세(보유기간과세)
498610,RISE 인도디지털성장,2025/04/01,주식-업종섹터-정보기술,케이비자산운용,0.0,MarketVector Digital India Index(INR)(Price Return)			,1.23,8152215821,-0.54,높음,실물(패시브),0.3,배당소득세(보유기간과세)
488480,RISE 일본섹터TOP4Plus,2024/08/20,주식-업종섹터-업종테마,케이비자산운용,0.0,Solactive Japan Samurai Sector TOP4 Plus Index(PR),1.23,6919849176,-1.42,높음,실물(패시브),0.3,배당소득세(보유기간과세)
385540,RISE 종합채권(A-이상)액티브,2021/05/26,채권-혼합-중기,케이비자산운용,5.32,KIS 종합채권 지수(A-이상)(총수익지수),0.11,1609091627661,-0.01,매우낮음,실물(액티브),0.012,배당소득세(보유기간과세)
183710,RISE 주식혼합,2013/10/17,혼합자산-주식+채권,케이비자산운용,11.45,주식국채혼합(주식형)지수,1.1,9325857120,-0.43,낮음,실물(패시브),0.25,배당소득세(보유기간과세)
310080,RISE 중국MSCI China(H),2018/11/28,주식-시장대표,케이비자산운용,46.89,"MSCI China Index(USD, Price Return)",3.81,12640256852,-0.08,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
463300,RISE 중국본토CSI300,2023/08/08,주식-시장대표,케이비자산운용,25.07,CSI 300 Index,3.77,31664205988,-0.74,매우높음,실물(패시브),0.05,배당소득세(보유기간과세)
174360,RISE 중국본토대형주CSI100,2013/06/04,주식-시장대표,케이비자산운용,22.17,CSI A100,0.69,67784900468,-0.55,높음,실물(패시브),0.65,배당소득세(해외주식투자전용ETF)
136340,RISE 중기우량회사채,2011/04/15,채권-회사채-중기,케이비자산운용,1.5,KOBI 크레딧 지수(총수익),0.11,178342306588,0.0,매우낮음,실물(패시브),0.07,배당소득세(보유기간과세)
281990,RISE 중소형고배당,2017/11/02,주식-전략-배당,케이비자산운용,41.33,FnGuide 중소형고배당포커스 지수,1.11,10782005931,-0.21,보통,실물(패시브),0.3,비과세
272570,RISE 중장기국공채액티브,2017/06/29,채권-국공채-중기,케이비자산운용,4.45,KIS 종합채권국공채4~5Y지수,0.33,25139411355,-0.05,매우낮음,실물(액티브),0.07,배당소득세(보유기간과세)
250730,RISE 차이나HSCEI(H),2016/08/10,주식-시장대표,케이비자산운용,53.59,Hang Seng China H,0.86,28761631164,-0.38,매우높음,실물(패시브),0.021,배당소득세(해외주식투자전용ETF)
291680,RISE 차이나H선물인버스(H),2018/03/23,주식-시장대표,케이비자산운용,-39.8,Hang Seng China Enterprises Futures Index(Price Return),1.0,3837337809,-0.97,매우높음,실물(패시브),0.6,배당소득세(보유기간과세)
371150,RISE 차이나항셍테크,2020/12/16,주식-업종섹터-업종테마,케이비자산운용,61.95,Hang Seng TECH Index,0.48,27965024192,-0.82,매우높음,실물(패시브),0.14,배당소득세(보유기간과세)
183700,RISE 채권혼합,2013/10/17,혼합자산-주식+채권,케이비자산운용,5.78,주식국채혼합(채권형)지수,0.77,15867486116,-0.24,매우낮음,실물(패시브),0.2,배당소득세(보유기간과세)
388280,RISE 컨택트대표,2021/06/10,주식-업종섹터-업종테마,케이비자산운용,25.88,FnGuide 컨택트대표 지수(시장가격지수),1.31,37177965647,-0.32,높음,실물(패시브),0.45,비과세
498860,RISE 코리아금융고배당,2024/12/10,주식-전략-배당,케이비자산운용,0.0,iSelect 코리아 금융 고배당 지수,3.61,62606084120,-0.21,매우높음,실물(패시브),0.1,비과세
